date,ticker,open,high,low,close,volume
2023-06-15,AMZN,90.4,92.54,89.47,91.6,29826106
2023-06-16,AMZN,96.17,98.28,95.63,96.53,5775341
2023-06-19,AMZN,97.42,97.75,95.17,97.0,38067548
2023-06-20,AMZN,95.92,96.23,95.23,95.86,7756648
2023-06-21,AMZN,96.16,97.39,95.13,96.38,45871885
2023-06-22,AMZN,97.0,98.17,96.95,97.96,16304961
2023-06-23,AMZN,99.93,101.61,97.78,99.29,45399139
2023-06-26,AMZN,97.81,98.45,97.27,97.84,49899080
2023-06-27,AMZN,97.28,97.77,95.87,97.3,48135205
2023-06-28,AMZN,99.96,100.7,98.76,99.35,7310159
2023-06-29,AMZN,98.62,99.04,97.28,98.93,34655480
2023-06-30,AMZN,103.12,103.45,103.05,103.18,48729142
2023-07-03,AMZN,107.12,107.89,105.73,107.54,27148782
2023-07-04,AMZN,106.48,107.49,105.28,106.66,12957986
2023-07-05,AMZN,109.11,109.81,108.2,108.62,34724258
2023-07-06,AMZN,105.75,107.69,105.02,106.75,23969278
2023-07-07,AMZN,109.07,110.1,105.56,107.95,10762144
2023-07-10,AMZN,108.53,110.57,107.26,109.87,21902956
2023-07-11,AMZN,107.98,109.24,106.58,108.59,2937985
2023-07-12,AMZN,106.97,108.25,106.57,107.43,40126096
2023-07-13,AMZN,107.36,108.27,105.89,108.06,8347124
2023-07-14,AMZN,105.02,105.46,102.43,105.17,18128347
2023-07-17,AMZN,105.8,106.29,104.78,105.43,33397149
2023-07-18,AMZN,105.2,106.86,103.9,105.2,6770346
2023-07-19,AMZN,108.53,108.87,108.09,108.75,27593441
2023-07-20,AMZN,108.36,108.83,107.09,107.87,45057018
2023-07-21,AMZN,106.41,108.19,106.28,106.91,46947950
2023-07-24,AMZN,108.43,108.79,108.14,108.5,47513290
2023-07-25,AMZN,105.62,107.21,105.53,105.59,41519097
2023-07-26,AMZN,106.65,106.68,104.9,106.08,30745935
2023-07-27,AMZN,106.0,106.23,104.58,105.21,31573266
2023-07-28,AMZN,104.26,105.34,103.35,104.44,7087681
2023-07-31,AMZN,106.49,106.64,105.63,106.23,46991011
2023-08-01,AMZN,104.02,104.85,103.04,104.39,41484471
2023-08-02,AMZN,102.75,104.33,102.41,103.42,33363003
2023-08-03,AMZN,103.91,106.19,102.92,103.27,44015581
2023-08-04,AMZN,99.15,100.42,99.13,100.04,25336642
2023-08-07,AMZN,100.78,100.97,99.91,100.88,47425940
2023-08-08,AMZN,101.82,103.45,100.86,101.53,18980898
2023-08-09,AMZN,101.6,102.81,100.35,101.62,18522144
2023-08-10,AMZN,105.7,107.15,105.05,106.53,20539503
2023-08-11,AMZN,104.18,105.33,103.85,103.96,3617880
2023-08-14,AMZN,103.31,105.06,101.87,103.85,8076731
2023-08-15,AMZN,102.23,103.66,101.19,101.36,17292469
2023-08-16,AMZN,99.54,101.04,98.4,100.02,40219601
2023-08-17,AMZN,98.52,99.17,97.47,99.05,15335959
2023-08-18,AMZN,98.57,98.99,98.36,98.9,34112771
2023-08-21,AMZN,97.76,98.17,97.1,98.13,11237113
2023-08-22,AMZN,97.43,98.35,95.37,97.83,37702894
2023-08-23,AMZN,98.16,98.35,97.73,98.29,29784084
2023-08-24,AMZN,98.79,98.85,97.3,98.52,20393413
2023-08-25,AMZN,95.74,96.94,95.74,95.79,37458110
2023-08-28,AMZN,94.49,94.73,93.58,94.41,16489245
2023-08-29,AMZN,94.49,95.42,94.26,94.7,2709013
2023-08-30,AMZN,93.32,94.0,92.61,92.98,5940742
2023-08-31,AMZN,92.28,93.65,91.82,91.85,25252239
2023-09-01,AMZN,91.46,92.42,91.29,91.48,38467763
2023-09-04,AMZN,92.52,94.21,91.08,93.06,14080648
2023-09-05,AMZN,94.11,95.44,93.72,94.31,18558929
2023-09-06,AMZN,96.7,96.86,95.16,95.75,40881270
2023-09-07,AMZN,94.82,95.09,93.12,93.98,13806987
2023-09-08,AMZN,92.74,94.53,90.84,93.8,12693834
2023-09-11,AMZN,95.88,95.92,94.22,95.7,32785799
2023-09-12,AMZN,92.39,92.6,91.89,91.95,19125405
2023-09-13,AMZN,91.28,93.25,91.17,91.26,38201177
2023-09-14,AMZN,88.9,89.3,86.97,88.34,44203870
2023-09-15,AMZN,92.22,93.37,90.64,92.1,15022580
2023-09-18,AMZN,91.03,91.48,89.36,90.41,42837533
2023-09-19,AMZN,89.47,90.4,87.45,88.93,32732670
2023-09-20,AMZN,91.26,91.74,89.77,90.9,29422384
2023-09-21,AMZN,91.03,92.07,90.14,91.26,28971573
2023-09-22,AMZN,90.89,91.37,90.51,91.14,45044833
2023-09-25,AMZN,91.9,92.64,91.46,92.53,15354163
2023-09-26,AMZN,93.22,94.96,92.31,93.79,46831871
2023-09-27,AMZN,94.3,96.29,93.93,93.99,36063008
2023-09-28,AMZN,95.47,96.21,94.42,95.44,16488431
2023-09-29,AMZN,90.52,91.29,89.86,91.15,26155521
2023-10-02,AMZN,90.89,92.51,88.21,91.23,14989900
2023-10-03,AMZN,91.13,91.67,90.94,91.14,37447413
2023-10-04,AMZN,95.56,96.39,94.22,94.77,1160275
2023-10-05,AMZN,96.51,97.3,96.25,97.13,27513902
2023-10-06,AMZN,99.29,99.39,98.65,99.24,9940818
2023-10-09,AMZN,99.96,100.16,98.74,99.69,16607187
2023-10-10,AMZN,96.63,99.41,95.8,97.64,38650035
2023-10-11,AMZN,98.65,98.81,98.39,98.76,29941617
2023-10-12,AMZN,96.5,97.83,94.92,96.92,9190196
2023-10-13,AMZN,98.0,99.38,96.61,97.64,6520001
2023-10-16,AMZN,95.15,95.31,94.85,95.2,8386038
2023-10-17,AMZN,98.54,98.61,95.88,97.99,41113467
2023-10-18,AMZN,99.41,100.23,98.09,99.03,13080420
2023-10-19,AMZN,98.83,99.92,98.69,99.56,3941107
2023-10-20,AMZN,100.71,102.04,98.58,100.53,42420507
2023-10-23,AMZN,102.52,103.57,101.09,101.7,21514978
2023-10-24,AMZN,99.18,101.09,99.12,99.82,40502657
2023-10-25,AMZN,99.16,99.84,97.49,99.74,18690081
2023-10-26,AMZN,102.13,103.73,101.66,102.17,26124492
2023-10-27,AMZN,103.52,105.31,101.64,103.76,33297477
2023-10-30,AMZN,105.08,105.25,103.19,104.72,49034618
2023-10-31,AMZN,106.29,106.87,105.14,106.24,18118894
2023-11-01,AMZN,107.69,109.91,107.35,108.43,38262380
2023-11-02,AMZN,110.35,113.2,110.28,110.93,21235363
2023-11-03,AMZN,110.8,111.83,108.9,110.37,11516303
2023-11-06,AMZN,107.94,108.53,107.18,107.86,30304696
2023-11-07,AMZN,110.62,111.56,109.55,110.72,41540878
2023-11-08,AMZN,111.06,112.38,110.29,111.43,47886569
2023-11-09,AMZN,107.57,110.44,106.37,108.31,24079926
2023-11-10,AMZN,109.15,109.89,108.94,109.09,25151637
2023-11-13,AMZN,107.3,108.45,106.01,107.19,19973436
2023-11-14,AMZN,106.68,107.61,105.75,106.13,8074399
2023-11-15,AMZN,105.17,106.02,104.26,104.95,18428249
2023-11-16,AMZN,105.02,106.68,103.15,104.46,37713647
2023-11-17,AMZN,109.48,111.04,106.79,107.79,17987828
2023-11-20,AMZN,104.78,107.44,104.02,105.25,27475350
2023-11-21,AMZN,107.55,107.86,106.75,107.72,29205563
2023-11-22,AMZN,104.07,105.73,103.16,105.05,43698785
2023-11-23,AMZN,106.11,106.7,104.29,105.71,26737696
2023-11-24,AMZN,104.34,106.0,103.89,104.75,45531888
2023-11-27,AMZN,106.97,108.0,105.79,107.12,3901946
2023-11-28,AMZN,106.12,107.18,105.52,107.03,32347450
2023-11-29,AMZN,105.8,106.64,105.79,105.84,44301296
2023-11-30,AMZN,105.22,106.09,104.19,104.51,35425194
2023-12-01,AMZN,105.68,106.73,104.51,105.46,26548486
2023-12-04,AMZN,107.76,108.28,107.42,108.09,41684486
2023-12-05,AMZN,105.63,106.34,104.13,106.3,42322233
2023-12-06,AMZN,104.15,104.57,102.46,104.11,29576185
2023-12-07,AMZN,102.64,102.98,102.36,102.57,26015428
2023-12-08,AMZN,103.67,105.1,102.38,103.55,36348816
2023-12-11,AMZN,103.9,105.22,103.05,104.71,44961354
2023-12-12,AMZN,103.21,104.59,100.52,102.24,42063744
2023-12-13,AMZN,104.19,106.42,104.05,104.21,49889476
2023-12-14,AMZN,104.84,105.34,104.69,105.19,30226215
2023-12-15,AMZN,107.5,107.62,106.08,106.19,28635548
2023-12-18,AMZN,107.79,107.96,107.44,107.46,17773493
2023-12-19,AMZN,105.42,106.82,103.99,105.62,5964798
2023-12-20,AMZN,109.75,112.23,109.67,109.97,40997249
2023-12-21,AMZN,113.01,114.31,111.71,112.15,41075159
2023-12-22,AMZN,115.63,116.49,114.36,115.36,3520189
2023-12-25,AMZN,115.66,117.04,113.97,115.26,43850602
2023-12-26,AMZN,118.09,119.27,116.0,116.97,10110469
2023-12-27,AMZN,115.57,117.49,115.44,116.95,17208603
2023-12-28,AMZN,118.39,119.03,115.91,117.45,48391632
2023-12-29,AMZN,116.93,117.72,116.52,117.56,31409531
2024-01-01,AMZN,119.21,120.27,118.68,118.78,15833018
2024-01-02,AMZN,119.41,119.51,118.3,118.44,45172013
2024-01-03,AMZN,119.38,121.1,118.34,120.04,25696022
2024-01-04,AMZN,121.93,123.88,121.42,122.2,43156290
2024-01-05,AMZN,121.2,122.38,119.75,120.43,19732557
2024-01-08,AMZN,116.89,117.69,115.99,117.26,14717026
2024-01-09,AMZN,116.93,119.33,115.69,118.19,21175726
2024-01-10,AMZN,119.12,119.98,117.34,119.22,19732248
2024-01-11,AMZN,117.06,118.36,116.57,117.47,38587061
2024-01-12,AMZN,117.57,119.63,116.38,116.45,4641479
2024-01-15,AMZN,115.17,117.27,113.6,116.38,20272523
2024-01-16,AMZN,115.53,115.99,115.41,115.76,16978885
2024-01-17,AMZN,116.04,118.11,114.84,116.29,7199586
2024-01-18,AMZN,114.24,114.69,114.12,114.66,13539594
2024-01-19,AMZN,115.09,115.62,113.85,115.43,31976093
2024-01-22,AMZN,116.43,117.21,115.59,116.4,18424174
2024-01-23,AMZN,114.15,116.1,114.01,114.45,17692422
2024-01-24,AMZN,115.25,116.94,114.53,114.74,5970731
2024-01-25,AMZN,113.56,114.36,111.35,113.11,45194786
2024-01-26,AMZN,117.92,118.78,116.36,117.35,41534449
2024-01-29,AMZN,114.34,115.96,113.5,114.52,12206966
2024-01-30,AMZN,112.33,113.62,110.31,112.65,32773652
2024-01-31,AMZN,114.99,115.62,113.79,115.39,14497195
2024-02-01,AMZN,110.99,111.28,110.61,110.82,37386479
2024-02-02,AMZN,109.21,109.78,108.33,109.65,47117840
2024-02-05,AMZN,110.79,111.1,110.16,110.86,1432525
2024-02-06,AMZN,112.57,112.81,112.41,112.68,20559942
2024-02-07,AMZN,114.03,114.37,113.0,113.36,45466618
2024-02-08,AMZN,111.72,113.0,110.22,111.74,40668431
2024-02-09,AMZN,114.42,115.07,112.37,113.79,4029133
2024-02-12,AMZN,118.95,119.04,118.16,118.35,42721266
2024-02-13,AMZN,117.87,119.38,117.56,118.01,13487603
2024-02-14,AMZN,115.7,117.16,114.8,115.87,31814512
2024-02-15,AMZN,113.91,115.17,113.17,114.68,8574954
2024-02-16,AMZN,119.2,119.29,117.36,118.41,13772751
2024-02-19,AMZN,121.95,123.88,121.21,122.06,32269083
2024-02-20,AMZN,123.38,123.94,121.66,123.41,35310290
2024-02-21,AMZN,123.36,124.76,121.3,122.62,22338328
2024-02-22,AMZN,121.53,121.89,119.79,120.66,15271180
2024-02-23,AMZN,120.88,123.08,119.65,120.52,38610859
2024-02-26,AMZN,116.93,117.84,115.65,117.0,9580427
2024-02-27,AMZN,115.47,115.56,115.01,115.33,49308880
2024-02-28,AMZN,115.64,115.71,115.05,115.67,5067205
2024-02-29,AMZN,111.05,112.35,109.39,110.97,8991802
2024-03-01,AMZN,112.84,113.1,111.23,112.02,49153034
2024-03-04,AMZN,113.02,114.52,112.59,112.98,28490897
2024-03-05,AMZN,113.21,114.37,111.64,113.44,48841595
2024-03-06,AMZN,115.67,118.2,115.25,115.91,28498987
2024-03-07,AMZN,113.67,115.74,113.01,114.53,46288530
2024-03-08,AMZN,114.64,115.87,113.74,113.76,37596370
2024-03-11,AMZN,115.86,116.59,114.9,115.74,34548911
2024-03-12,AMZN,117.09,118.22,116.09,117.8,16211278
2024-03-13,AMZN,117.42,117.98,114.52,117.49,9292281
2024-03-14,AMZN,116.36,117.69,116.01,116.22,10588769
2024-03-15,AMZN,114.19,114.87,113.0,114.32,17153781
2024-03-18,AMZN,113.97,114.28,113.55,113.9,38533590
2024-03-19,AMZN,115.75,116.29,115.55,116.06,3202860
2024-03-20,AMZN,115.96,116.21,115.28,115.74,45470732
2024-03-21,AMZN,118.38,118.54,117.98,118.38,21524845
2024-03-22,AMZN,116.76,116.94,116.03,116.14,26651420
2024-03-25,AMZN,114.94,116.14,114.37,115.33,10482345
2024-03-26,AMZN,117.0,118.86,116.66,116.66,12117920
2024-03-27,AMZN,116.14,116.87,116.09,116.15,8580637
2024-03-28,AMZN,117.44,118.09,116.31,117.39,44640224
2024-03-29,AMZN,117.85,119.1,115.33,117.44,17376115
2024-04-01,AMZN,117.97,120.42,115.16,118.73,5696423
2024-04-02,AMZN,117.82,118.15,116.51,117.54,20533573
2024-04-03,AMZN,116.88,117.86,115.32,117.19,18776515
2024-04-04,AMZN,117.73,118.78,116.77,118.42,40832288
2024-04-05,AMZN,122.87,123.14,122.36,122.76,45582843
2024-04-08,AMZN,124.88,126.16,124.49,124.97,2929449
2024-04-09,AMZN,127.67,128.31,126.11,127.4,41422780
2024-04-10,AMZN,124.64,126.57,121.29,125.64,2920280
2024-04-11,AMZN,122.99,124.08,121.04,123.49,38434828
2024-04-12,AMZN,123.01,124.58,122.47,123.49,35681668
2024-04-15,AMZN,125.44,125.47,122.71,124.34,27470244
2024-04-16,AMZN,124.52,125.86,124.07,124.77,48024184
2024-04-17,AMZN,124.41,124.9,122.81,124.05,24917174
2024-04-18,AMZN,124.42,126.19,124.19,124.83,30850005
2024-04-19,AMZN,122.09,122.83,120.81,120.87,7783854
2024-04-22,AMZN,125.31,127.88,124.65,125.74,15080511
2024-04-23,AMZN,123.3,124.06,121.96,124.04,12771697
2024-04-24,AMZN,121.84,122.23,120.81,121.99,49039169
2024-04-25,AMZN,124.22,124.82,124.03,124.5,2554934
2024-04-26,AMZN,121.13,122.71,120.31,120.59,13157296
2024-04-29,AMZN,122.41,124.3,122.38,122.7,19349324
2024-04-30,AMZN,119.73,119.99,119.47,119.94,41112132
2024-05-01,AMZN,115.76,117.55,115.29,117.08,11795235
2024-05-02,AMZN,119.17,121.31,117.6,119.57,49942000
2024-05-03,AMZN,115.92,117.7,115.35,116.29,4410783
2024-05-06,AMZN,115.48,117.43,115.21,115.42,16025443
2024-05-07,AMZN,117.26,117.66,117.08,117.29,33338579
2024-05-08,AMZN,118.39,119.51,116.31,117.96,17001333
2024-05-09,AMZN,116.21,118.77,115.0,117.15,4905296
2024-05-10,AMZN,117.43,119.46,113.83,116.38,44627517
2024-05-13,AMZN,118.33,120.54,118.15,118.26,18416686
2024-05-14,AMZN,125.64,126.97,123.56,124.45,33283302
2024-05-15,AMZN,126.92,127.24,126.22,126.23,20835844
2024-05-16,AMZN,127.44,128.53,126.08,128.03,6224294
2024-05-17,AMZN,129.22,130.52,128.5,129.68,42216606
2024-05-20,AMZN,132.3,135.62,129.5,132.45,36208280
2024-05-21,AMZN,133.79,135.61,133.53,134.22,6846283
2024-05-22,AMZN,131.24,132.36,130.51,131.71,46280416
2024-05-23,AMZN,133.84,136.32,132.94,133.64,31353446
2024-05-24,AMZN,134.86,137.24,133.02,134.63,46171920
2024-05-27,AMZN,135.61,136.52,134.29,135.25,30411503
2024-05-28,AMZN,131.16,132.02,129.82,130.76,46837351
2024-05-29,AMZN,134.17,135.08,132.62,133.82,44483969
2024-05-30,AMZN,132.96,134.64,132.4,133.1,29520135
2024-05-31,AMZN,132.37,132.65,131.9,132.27,10713658
2024-06-03,AMZN,131.95,133.05,129.83,131.74,38395770
2024-06-04,AMZN,130.44,130.66,128.4,129.34,32443372
2024-06-05,AMZN,128.46,128.51,127.46,127.9,15501243
2024-06-06,AMZN,127.29,128.79,127.09,128.68,29278372
2024-06-07,AMZN,127.98,130.4,127.96,128.13,37799596
2024-06-10,AMZN,127.33,128.38,127.07,127.45,27722995
2024-06-11,AMZN,123.82,124.66,122.46,124.56,39776771
2024-06-12,AMZN,124.94,125.58,123.48,124.63,38082775
2024-06-13,AMZN,125.22,127.39,123.81,124.42,34160658
2024-06-14,AMZN,125.3,127.8,122.56,125.71,38861684
2024-06-17,AMZN,128.35,131.51,127.1,128.85,17318825
2024-06-18,AMZN,127.81,128.09,126.92,127.54,31584894
2024-06-19,AMZN,124.34,126.12,123.53,123.87,3478355
2024-06-20,AMZN,118.73,119.5,118.51,118.58,8025145
2024-06-21,AMZN,122.79,123.2,119.48,122.99,18344193
2024-06-24,AMZN,119.76,122.03,119.31,120.66,38796742
2024-06-25,AMZN,117.13,117.78,116.82,116.82,2004084
2024-06-26,AMZN,115.52,117.73,114.85,116.33,46638793
2024-06-27,AMZN,118.59,119.75,117.8,118.4,19532741
2024-06-28,AMZN,119.15,119.53,119.13,119.27,27440138
2024-07-01,AMZN,123.44,124.11,122.89,123.45,21529576
2024-07-02,AMZN,121.17,122.92,120.87,121.29,15708856
2024-07-03,AMZN,122.58,122.72,122.05,122.62,37428368
2024-07-04,AMZN,125.24,125.44,124.53,124.64,27172694
2024-07-05,AMZN,124.35,125.19,122.26,124.28,47079425
2024-07-08,AMZN,124.74,125.71,122.81,124.26,40760815
2024-07-09,AMZN,123.34,124.3,122.0,123.09,41106429
2024-07-10,AMZN,123.95,125.46,122.73,123.1,16317086
2024-07-11,AMZN,122.7,123.82,122.48,123.1,32209055
2024-07-12,AMZN,124.94,126.2,124.09,124.34,45627937
2024-07-15,AMZN,121.69,123.57,119.87,122.14,16652112
2024-07-16,AMZN,119.63,119.79,119.28,119.47,26583118
2024-07-17,AMZN,125.65,126.65,125.0,125.47,22770775
2024-07-18,AMZN,128.83,129.2,126.79,127.93,27984431
2024-07-19,AMZN,132.91,133.83,131.19,132.12,22101462
2024-07-22,AMZN,132.03,134.67,131.0,132.58,16475149
2024-07-23,AMZN,130.69,132.42,129.43,131.57,7072693
2024-07-24,AMZN,133.37,133.69,132.85,133.2,13355477
2024-07-25,AMZN,130.42,131.68,130.33,131.13,19731357
2024-07-26,AMZN,131.82,132.78,131.37,132.77,21858576
2024-07-29,AMZN,135.73,138.48,134.69,136.12,48729337
2024-07-30,AMZN,137.07,138.55,134.51,136.69,8778364
2024-07-31,AMZN,141.46,141.73,141.2,141.34,10542105
2024-08-01,AMZN,141.54,142.94,140.66,141.95,48905398
2024-08-02,AMZN,148.73,149.19,147.22,147.28,3921489
2024-08-05,AMZN,144.13,146.31,143.54,143.75,13089613
2024-08-06,AMZN,145.28,145.98,143.09,145.37,11877872
2024-08-07,AMZN,149.37,150.49,148.32,149.66,33440950
2024-08-08,AMZN,145.44,145.72,144.73,145.25,25400754
2024-08-09,AMZN,147.88,149.24,145.46,147.08,13900515
2024-08-12,AMZN,143.69,143.83,141.44,143.38,12122506
2024-08-13,AMZN,145.1,145.26,144.52,144.99,23868588
2024-08-14,AMZN,147.95,148.15,145.62,145.92,49206702
2024-08-15,AMZN,143.46,145.5,142.61,143.5,12087678
2024-08-16,AMZN,139.84,141.41,137.81,139.86,16832365
2024-08-19,AMZN,144.57,146.65,143.49,146.02,44264407
2024-08-20,AMZN,143.28,144.68,142.47,143.69,3021502
2024-08-21,AMZN,140.29,141.07,139.46,139.86,9732719
2024-08-22,AMZN,140.89,141.15,139.48,139.95,44711595
2024-08-23,AMZN,140.91,143.68,140.43,141.45,35982469
2024-08-26,AMZN,143.6,145.35,141.49,143.63,1592103
2024-08-27,AMZN,147.03,147.8,145.49,145.89,8178447
2024-08-28,AMZN,146.83,148.76,145.15,147.38,12144588
2024-08-29,AMZN,148.54,150.18,146.98,149.38,25133885
2024-08-30,AMZN,144.24,144.88,143.28,144.87,28501346
2024-09-02,AMZN,145.68,146.32,144.01,145.37,40713888
2024-09-03,AMZN,144.65,146.92,143.24,144.15,5853725
2024-09-04,AMZN,143.15,143.48,142.32,142.94,29204367
2024-09-05,AMZN,141.62,142.51,138.02,142.02,1003307
2024-09-06,AMZN,142.71,144.79,141.46,141.63,30761049
2024-09-09,AMZN,138.27,139.22,136.68,138.17,16494554
2024-09-10,AMZN,135.59,138.35,134.39,135.84,34139523
2024-09-11,AMZN,138.44,138.54,134.92,137.38,13344609
2024-09-12,AMZN,138.23,138.97,138.0,138.01,27791016
2024-09-13,AMZN,136.07,137.79,135.88,136.26,43469217
2024-09-16,AMZN,133.06,134.7,131.12,132.05,21169614
2024-09-17,AMZN,137.2,137.75,136.71,137.38,2097177
2024-09-18,AMZN,137.18,138.35,136.17,136.42,45666375
2024-09-19,AMZN,135.13,135.8,134.31,134.7,44802984
2024-09-20,AMZN,135.28,137.73,134.56,135.91,28027297
2024-09-23,AMZN,136.16,138.47,134.79,136.36,49592003
2024-09-24,AMZN,141.35,143.55,140.64,140.86,37851564
2024-09-25,AMZN,145.82,146.82,144.04,146.08,23401576
2024-09-26,AMZN,144.11,147.08,142.85,145.64,41195983
2024-09-27,AMZN,147.4,149.09,146.58,148.34,39315586
2024-09-30,AMZN,141.01,143.55,140.29,141.01,24801946
2024-10-01,AMZN,137.68,139.93,136.09,138.08,41632352
2024-10-02,AMZN,139.68,140.19,138.99,139.2,6379182
2024-10-03,AMZN,138.13,139.45,137.13,137.67,10562446
2024-10-04,AMZN,136.29,137.88,135.48,135.71,34218565
2024-10-07,AMZN,134.45,135.38,132.54,133.55,34903289
2024-10-08,AMZN,132.76,133.64,132.28,132.88,9315021
2024-10-09,AMZN,129.37,131.52,128.49,130.52,22453096
2024-10-10,AMZN,132.58,133.17,132.41,132.57,38374964
2024-10-11,AMZN,136.25,136.51,135.12,136.04,13137588
2024-10-14,AMZN,138.14,139.43,136.67,139.18,11008916
2024-10-15,AMZN,141.86,143.53,141.09,142.89,45219150
2024-10-16,AMZN,144.41,147.06,142.62,144.6,21784770
2024-10-17,AMZN,147.17,150.57,146.32,148.82,32048298
2024-10-18,AMZN,146.3,146.38,145.51,145.75,10662597
2024-10-21,AMZN,144.17,144.24,142.73,143.78,28122673
2024-10-22,AMZN,141.55,142.45,141.29,142.33,8622834
2024-10-23,AMZN,139.79,142.81,137.95,139.28,48117383
2024-10-24,AMZN,143.62,146.73,141.18,144.74,19377355
2024-10-25,AMZN,141.33,143.59,138.18,141.56,10278433
2024-10-28,AMZN,142.94,143.17,140.3,142.91,45888115
2024-10-29,AMZN,140.1,141.94,139.67,139.95,38607737
2024-10-30,AMZN,139.98,142.69,137.51,139.76,14979698
2024-10-31,AMZN,142.12,144.15,139.1,141.24,4813357
2024-11-01,AMZN,144.02,145.75,143.94,144.43,29181783
2024-11-04,AMZN,149.71,151.6,148.85,150.89,43219849
2024-11-05,AMZN,156.2,156.32,155.51,155.7,16228558
2024-11-06,AMZN,157.01,159.22,153.92,155.91,30967845
2024-11-07,AMZN,155.69,156.5,155.25,155.66,21767182
2024-11-08,AMZN,155.2,155.36,152.78,154.15,34365980
2024-11-11,AMZN,154.4,155.14,154.23,154.99,37148570
2024-11-12,AMZN,155.43,156.04,154.66,156.01,14317179
2024-11-13,AMZN,154.9,156.52,151.72,154.91,12424741
2024-11-14,AMZN,157.8,159.04,156.72,157.55,33462947
2024-11-15,AMZN,157.04,160.08,156.95,157.32,15069397
2024-11-18,AMZN,154.75,155.02,152.68,154.94,25240072
2024-11-19,AMZN,158.12,158.77,155.35,157.4,2010468
2024-11-20,AMZN,161.48,163.77,160.93,161.92,48831609
2024-11-21,AMZN,158.86,160.76,158.0,158.61,31867063
2024-11-22,AMZN,161.16,161.89,159.57,160.68,43692157
2024-11-25,AMZN,157.32,159.15,156.18,156.57,13813229
2024-11-26,AMZN,152.45,153.77,147.11,152.71,11427848
2024-11-27,AMZN,150.71,150.95,149.54,150.45,21081414
2024-11-28,AMZN,146.47,148.53,145.79,147.1,20769170
2024-11-29,AMZN,146.86,148.08,146.06,146.69,18341424
2024-12-02,AMZN,147.93,150.68,146.93,148.06,30520677
2024-12-03,AMZN,146.92,148.54,145.08,147.02,5544521
2024-12-04,AMZN,143.45,145.27,141.26,142.59,9408809
2024-12-05,AMZN,140.37,141.88,137.87,140.74,27351788
2024-12-06,AMZN,138.79,141.28,137.3,139.54,34171308
2020-01-01,NVDA,386.36,397.92,384.59,386.23,13129732
2020-01-02,NVDA,385.5,388.26,377.91,387.27,11099834
2020-01-03,NVDA,393.55,399.27,390.61,394.47,12211641
2020-01-06,NVDA,408.03,411.34,403.5,406.22,42587552
2020-01-07,NVDA,394.26,399.42,393.75,395.03,48387307
2020-01-08,NVDA,391.69,396.37,390.42,393.32,44229532
2020-01-09,NVDA,404.36,409.35,396.25,403.37,16563439
2020-01-10,NVDA,417.7,425.35,417.59,420.1,45106819
2020-01-13,NVDA,406.51,412.23,403.47,406.89,4723107
2020-01-14,NVDA,402.81,405.75,402.14,405.06,29326749
2020-01-15,NVDA,399.86,404.03,398.95,400.24,37417792
2020-01-16,NVDA,404.84,406.45,400.09,402.05,16083561
2020-01-17,NVDA,397.91,401.83,396.08,400.95,45373346
2020-01-20,NVDA,394.85,398.04,392.06,393.67,17280165
2020-01-21,NVDA,399.69,401.99,399.48,401.5,36496662
2020-01-22,NVDA,412.72,414.18,407.74,410.47,15704513
2020-01-23,NVDA,405.25,405.55,400.22,403.73,15706121
2020-01-24,NVDA,400.26,403.31,396.85,398.16,13897233
2020-01-27,NVDA,407.9,407.96,404.52,407.8,44350347
2020-01-28,NVDA,416.51,418.88,412.83,415.39,7360190
2020-01-29,NVDA,417.06,417.19,416.8,417.14,35754093
2020-01-30,NVDA,418.06,419.73,413.22,416.78,48045012
2020-01-31,NVDA,426.25,429.96,424.23,424.94,9275222
2020-02-03,NVDA,425.9,431.27,425.07,425.1,27874448
2020-02-04,NVDA,425.59,429.36,423.02,427.37,20299444
2020-02-05,NVDA,433.89,447.41,432.79,434.44,41083230
2020-02-06,NVDA,444.04,450.84,443.84,443.88,40452221
2020-02-07,NVDA,446.82,450.27,444.52,447.19,25172875
2020-02-10,NVDA,433.96,444.51,431.71,434.0,7638003
2020-02-11,NVDA,450.15,454.55,441.48,448.73,7742211
2020-02-12,NVDA,457.88,464.27,457.22,457.88,5559611
2020-02-13,NVDA,445.41,455.81,444.09,447.73,20423127
2020-02-14,NVDA,450.52,451.56,442.54,448.43,47236502
2020-02-17,NVDA,450.32,454.44,441.0,448.32,34069496
2020-02-18,NVDA,460.41,462.9,455.68,460.43,34632441
2020-02-19,NVDA,453.63,457.7,451.88,457.22,47503804
2020-02-20,NVDA,468.47,473.46,464.97,466.25,26466000
2020-02-21,NVDA,456.52,459.22,445.79,458.27,2046292
2020-02-24,NVDA,460.0,466.04,459.75,460.64,23796885
2020-02-25,NVDA,451.7,453.9,449.86,453.35,3275124
2020-02-26,NVDA,445.12,450.15,440.98,448.5,28802798
2020-02-27,NVDA,429.35,431.17,418.15,427.57,2040294
2020-02-28,NVDA,427.2,437.49,422.44,427.06,35569796
2020-03-02,NVDA,439.21,442.1,435.36,440.5,41490607
2020-03-03,NVDA,444.48,448.45,440.21,442.41,17932378
2020-03-04,NVDA,430.74,431.02,428.27,430.35,39676130
2020-03-05,NVDA,428.36,437.44,426.65,431.88,31122131
2020-03-06,NVDA,416.61,421.5,408.85,415.39,27006289
2020-03-09,NVDA,412.17,413.59,404.33,411.85,14062783
